날짜,PM10,SO2,CO,O3,NO2
2015-07-12,28.958,0.009,0.246,0.008,0.007
2015-07-13,55.083,0.007,0.383,0.025,0.021
2015-07-14,90.75,0.011,0.492,0.027,0.028
2015-07-15,86.083,0.014,0.562,0.023,0.029
2015-07-16,28.417,0.006,0.342,0.026,0.009
2015-07-17,29.917,0.008,0.338,0.014,0.018
2015-07-18,38.833,0.015,0.333,0.014,0.022
2015-07-19,31.708,0.011,0.358,0.023,0.018
2015-07-21,47.708,0.018,0.462,0.007,0.034
2015-07-22,50.208,0.013,0.383,0.007,0.029
2015-07-23,32.833,0.004,0.317,0.011,0.021
2015-07-24,33.042,0.003,0.267,0.011,0.016
2015-07-25,27.417,0.004,0.217,0.012,0.014
2015-07-26,32,0.009,0.25,0.013,0.015
2015-07-27,44.625,0.007,0.371,0.014,0.029
2015-07-28,50.583,0.008,0.421,0.021,0.036
2015-07-29,60.708,0.007,0.371,0.023,0.036
2015-07-30,63.833,0.007,0.371,0.02,0.035
2015-07-31,56.417,0.008,0.354,0.019,0.036
2015-08-01,61.667,0.009,0.429,0.019,0.038
2015-08-02,36.875,0.006,0.246,0.017,0.023
2015-08-03,31.875,0.005,0.279,0.017,0.022
2015-08-04,29.208,0.005,0.225,0.015,0.019
2015-08-06,71.25,0.017,0.504,0.018,0.051
2015-08-07,51.792,0.011,0.337,0.015,0.032
2015-08-08,41.5,0.01,0.3,0.02,0.025
2015-08-09,60.792,0.012,0.367,0.035,0.033
2015-08-10,50.667,0.008,0.383,0.035,0.038
2015-08-11,55.125,0.01,0.425,0.021,0.049
2015-08-12,16.292,0.004,0.329,0.02,0.022
2015-08-13,24.542,0.006,0.342,0.021,0.03
2015-08-14,59.333,0.008,0.479,0.033,0.04
2015-08-15,68.708,0.017,0.5,0.031,0.046
2015-08-16,41.792,0.005,0.342,0.039,0.021
2015-08-17,25.583,0.006,0.404,0.024,0.026
2015-08-18,33.958,0.006,0.338,0.018,0.026
2015-08-19,30.542,0.005,0.312,0.018,0.025
2015-08-20,36.458,0.008,0.388,0.013,0.031
2015-08-21,21.208,0.004,0.396,0.015,0.031
2015-08-22,44.833,0.006,0.421,0.023,0.037
2015-08-23,54.542,0.008,0.404,0.036,0.033
2015-08-24,27.333,0.005,0.358,0.021,0.025
2015-08-26,27.083,0.007,0.296,0.014,0.028
2015-08-27,33.542,0.008,0.338,0.019,0.031
2015-08-28,59.833,0.008,0.438,0.028,0.035
2015-08-29,71.333,0.015,0.471,0.024,0.041
2015-08-30,89.708,0.014,0.496,0.038,0.037
2015-08-31,50.083,0.006,0.379,0.032,0.027
2015-09-01,25.958,0.007,0.321,0.027,0.03
2015-09-02,38.458,0.008,0.329,0.019,0.03
2015-09-03,49.083,0.006,0.442,0.029,0.037
2015-09-04,49,0.006,0.375,0.031,0.029
2015-09-05,39.917,0.006,0.337,0.024,0.026
2015-09-06,22.167,0.005,0.3,0.041,0.021
2015-09-07,30.333,0.005,0.267,0.029,0.02
2015-09-09,40.333,0.005,0.292,0.027,0.023
2015-09-10,42.083,0.007,0.271,0.024,0.03
2015-09-11,63.833,0.01,0.408,0.026,0.045
2015-09-12,48,0.008,0.425,0.019,0.029
2015-09-13,40.5,0.007,0.3,0.024,0.026
2015-09-14,45.417,0.007,0.367,0.024,0.033
2015-09-15,36.083,0.006,0.292,0.021,0.026
2015-10-23,41.833,0.007,0.483,0.018,0.031
2015-10-24,77.792,0.004,0.625,0.029,0.032
2015-10-25,32.167,0.004,0.362,0.027,0.023
2015-11-03,68.708,0.009,0.554,0.027,0.039
2015-11-04,66.292,0.007,0.683,0.013,0.047
2015-11-05,73.083,0.01,0.746,0.012,0.048
2015-11-12,27.833,0.005,0.462,0.023,0.031
2015-11-13,17.375,0.006,0.487,0.017,0.031
2015-11-14,40.292,0.008,0.712,0.005,0.028
2015-11-15,53.75,0.008,0.579,0.008,0.026
2015-11-16,49.625,0.011,0.608,0.007,0.032
2015-11-17,49.458,0.01,0.671,0.006,0.027
2015-11-18,19.625,0.006,0.479,0.018,0.027
2015-11-21,43.333,0.008,0.667,0.005,0.035
2015-11-22,39.917,0.009,0.629,0.014,0.031
2015-11-24,32.458,0.004,0.558,0.013,0.025
2015-11-25,19.917,0.003,0.429,0.016,0.021
2015-11-26,15.458,0.002,0.396,0.026,0.017
2015-11-27,23.042,0.001,0.408,0.026,0.018
2015-11-28,29.125,0.002,0.463,0.022,0.023
2015-11-29,42.625,0.006,0.642,0.01,0.041
2015-11-30,48.917,0.005,0.633,0.016,0.036
2015-12-01,61.917,0.005,0.683,0.012,0.041
2015-12-03,38.125,0.003,0.483,0.022,0.017
2015-12-04,23.167,0.002,0.45,0.025,0.016
2015-12-05,35.625,0.003,0.554,0.016,0.026
2015-12-06,43.208,0.004,0.633,0.014,0.027
2015-12-07,40.042,0.005,0.658,0.009,0.037
2015-12-08,26.958,0.005,0.558,0.013,0.032
2015-12-09,36.667,0.006,0.717,0.007,0.041
2015-12-11,33.042,0.004,0.6,0.02,0.024
2015-12-12,35.75,0.004,0.504,0.021,0.026
2015-12-13,37,0.006,0.637,0.013,0.038
2015-12-14,39.958,0.005,0.621,0.012,0.036
2015-12-16,33.75,0.003,0.508,0.02,0.021
2015-12-17,18.167,0.002,0.438,0.021,0.017
2015-12-19,39.417,0.004,0.658,0.014,0.031
2015-12-20,50.75,0.006,0.792,0.007,0.038
2015-12-21,42.667,0.005,0.712,0.012,0.031
2015-12-22,42.5,0.004,0.675,0.012,0.035
2015-12-23,48.5,0.005,0.625,0.012,0.034
2015-12-24,58.125,0.004,0.638,0.013,0.032
2015-12-25,36.333,0.003,0.504,0.025,0.022
2015-12-26,73.5,0.006,0.692,0.024,0.03
2015-12-27,86.583,0.004,0.662,0.026,0.024
2015-12-28,31.667,0.002,0.487,0.023,0.021
2015-12-29,37.292,0.002,0.579,0.02,0.025
2015-12-30,47.375,0.003,0.717,0.012,0.04
2015-12-31,67.792,0.004,0.737,0.018,0.034
2016-01-03,66.333,0.007,0.958,0.011,0.044
2016-01-04,91.292,0.005,0.779,0.022,0.04
2016-01-05,40.167,0.003,0.538,0.019,0.03
2016-01-06,43.75,0.003,0.513,0.022,0.026
2016-01-08,34.333,0.004,0.442,0.019,0.02
2016-01-09,34.75,0.004,0.487,0.02,0.023
2016-01-10,37.458,0.005,0.517,0.024,0.022
2016-01-13,37.75,0.004,0.438,0.02,0.021
2016-01-14,37.583,0.005,0.487,0.018,0.025
2016-01-16,87.125,0.007,0.658,0.013,0.039
2016-01-17,45.708,0.007,0.546,0.022,0.025
2016-01-18,38.417,0.005,0.442,0.026,0.015
2016-01-20,36.833,0.004,0.425,0.022,0.02
2016-01-21,42.167,0.004,0.442,0.018,0.027
2016-01-22,33.042,0.004,0.404,0.019,0.026
2016-01-23,51.5,0.005,0.454,0.025,0.018
2016-01-26,55.875,0.005,0.533,0.021,0.027
2016-01-27,84.75,0.01,0.763,0.014,0.042
2016-01-28,71.458,0.007,0.754,0.017,0.04
2016-01-29,14.25,0.005,0.525,0.027,0.02
2016-01-30,21.458,0.006,0.533,0.022,0.023
2016-01-31,60.542,0.006,0.608,0.021,0.021
2016-02-01,27.75,0.005,0.471,0.025,0.022
2016-02-02,33.375,0.005,0.5,0.02,0.029
2016-02-03,43.333,0.006,0.546,0.021,0.03
2016-02-05,38.375,0.006,0.55,0.024,0.029
2016-02-06,40.792,0.006,0.562,0.029,0.022
2016-02-07,29.958,0.007,0.533,0.026,0.025
2016-02-08,41.333,0.007,0.533,0.034,0.022
2016-02-09,53.833,0.007,0.542,0.034,0.019
2016-02-10,30.042,0.009,0.529,0.02,0.032
2016-02-11,41,0.008,0.654,0.014,0.044
2016-02-12,46.083,0.009,0.754,0.008,0.046
2016-02-13,29.417,0.01,0.704,0.01,0.036
2016-02-14,20.167,0.006,0.492,0.03,0.013
2016-02-15,26.708,0.004,0.429,0.03,0.015
2016-02-16,32.417,0.005,0.525,0.025,0.021
2016-02-17,27.667,0.007,0.492,0.024,0.024
2016-02-18,38.5,0.007,0.513,0.027,0.027
2016-02-19,64.125,0.011,0.683,0.023,0.043
2016-02-20,70.542,0.01,0.662,0.018,0.038
2016-02-21,32,0.006,0.479,0.031,0.02
2016-02-22,41.667,0.008,0.6,0.013,0.04
2016-02-23,74.417,0.008,0.571,0.027,0.028
2016-02-24,37.75,0.008,0.533,0.02,0.029
2016-02-25,37.042,0.006,0.504,0.029,0.024
2016-02-26,85.542,0.009,0.654,0.029,0.037
2016-02-27,109.792,0.011,0.675,0.034,0.04
2016-02-28,102.792,0.01,0.675,0.032,0.035
2016-03-01,39.792,0.003,0.533,0.029,0.023
2016-03-02,54.75,0.005,0.571,0.025,0.034
2016-03-03,33.875,0.005,0.575,0.02,0.038
2016-03-04,37.208,0.008,0.804,0.005,0.046
2016-03-05,77.75,0.011,0.608,0.014,0.038
2016-03-06,43.667,0.005,0.55,0.017,0.034
2016-03-07,63.875,0.006,0.6,0.018,0.036
2016-03-08,76.542,0.004,0.579,0.019,0.032
2016-03-09,34.958,0.002,0.517,0.024,0.025
2016-03-11,40.333,0.004,0.412,0.023,0.028
2016-03-12,47.917,0.006,0.425,0.02,0.032
2016-03-13,58.792,0.007,0.487,0.021,0.037
2016-03-16,71.75,0.007,0.65,0.018,0.055
2016-03-17,77.625,0.007,0.654,0.018,0.055
2016-03-18,33.75,0.004,0.625,0.006,0.049
2016-03-19,74.125,0.004,0.592,0.022,0.032
2016-03-20,51.625,0.003,0.487,0.028,0.024
2016-03-21,36.333,0.005,0.429,0.024,0.031
2016-03-22,62.375,0.007,0.588,0.02,0.046
2016-03-23,59.542,0.004,0.504,0.026,0.032
2016-03-25,29.083,0.004,0.442,0.022,0.031
2016-03-27,52.542,0.004,0.479,0.035,0.028
2016-03-28,65.542,0.006,0.542,0.032,0.042
2016-03-30,87.333,0.01,0.604,0.031,0.056
2016-03-31,121.042,0.013,0.75,0.022,0.062
2016-04-01,112.792,0.01,0.717,0.03,0.055
2016-04-02,76.833,0.013,0.617,0.019,0.05
2016-04-03,51.792,0.01,0.546,0.02,0.04
2016-04-04,26.167,0.004,0.508,0.023,0.033
2016-04-06,72.583,0.008,0.633,0.025,0.052
2016-04-07,26.417,0.006,0.533,0.019,0.04
2016-04-08,83.917,0.008,0.579,0.016,0.05
2016-04-09,124.583,0.012,0.658,0.018,0.059
2016-04-10,118.417,0.007,0.562,0.031,0.036
2016-04-11,49.167,0.004,0.408,0.03,0.029
2016-04-13,46.083,0.007,0.517,0.009,0.044
2016-04-14,73.333,0.009,0.588,0.014,0.047
2016-04-15,51.375,0.004,0.483,0.031,0.032
2016-04-16,54.583,0.009,0.517,0.016,0.047
2016-04-17,33.417,0.003,0.379,0.043,0.014
2016-04-19,52,0.008,0.454,0.036,0.037
2016-04-20,52.958,0.007,0.496,0.029,0.044
2016-04-21,36.25,0.008,0.454,0.02,0.038
2016-04-22,58.958,0.007,0.571,0.018,0.043
2016-04-23,198.167,0.01,0.629,0.017,0.048
2016-04-24,179.458,0.006,0.462,0.034,0.03
2016-04-25,99.5,0.007,0.487,0.023,0.044
2016-04-26,81.083,0.005,0.5,0.031,0.042
2016-04-28,40.167,0.004,0.462,0.026,0.032
2016-04-29,44.375,0.005,0.475,0.023,0.039
2016-04-30,63.958,0.006,0.475,0.035,0.037
2016-05-01,53.542,0.006,0.429,0.045,0.029
2016-05-02,54.208,0.007,0.45,0.021,0.032
2016-05-05,57.708,0.007,0.438,0.03,0.041
2016-05-06,49.833,0.011,0.4,0.019,0.042
2016-05-08,133.375,0.004,0.392,0.037,0.027
2016-05-09,97.125,0.022,0.467,0.015,0.05
2016-05-10,44.667,0.006,0.446,0.021,0.033
2016-05-11,34.833,0.009,0.4,0.023,0.038
2016-05-12,43.042,0.006,0.425,0.024,0.04
2016-05-13,44.75,0.006,0.442,0.032,0.034
2016-05-14,38.333,0.005,0.379,0.031,0.026
2016-05-15,41.417,0.009,0.346,0.02,0.026
2016-05-19,51.417,0.018,0.467,0.023,0.063
2016-05-20,52.833,0.01,0.438,0.033,0.049
2016-05-21,52,0.007,0.479,0.035,0.046
2016-05-22,48.042,0.008,0.429,0.045,0.035
2016-05-23,66.5,0.017,0.562,0.019,0.061
2016-05-24,44.708,0.006,0.442,0.014,0.052
2016-05-25,72.583,0.01,0.579,0.025,0.061
2016-05-27,111,0.012,0.592,0.027,0.07
2016-05-28,96.042,0.007,0.583,0.033,0.06
2016-05-29,54.833,0.007,0.496,0.027,0.053
2016-05-30,77.125,0.013,0.508,0.032,0.063
2016-05-31,90.167,0.01,0.571,0.037,0.07
2016-06-01,50.625,0.005,0.383,0.035,0.038
2016-06-02,32.833,0.005,0.358,0.026,0.04
2016-06-04,44.375,0.007,0.375,0.022,0.047
2016-06-05,24.625,0.004,0.296,0.041,0.022
2016-06-06,40.333,0.005,0.363,0.027,0.035
2016-06-07,59.417,0.014,0.4,0.011,0.043
2016-06-08,73.5,0.012,0.471,0.008,0.051
2016-06-09,89.25,0.011,0.508,0.013,0.05
2016-06-10,54.208,0.01,0.375,0.023,0.04
2016-06-11,59.875,0.011,0.408,0.012,0.04
2016-06-12,51.417,0.019,0.408,0.005,0.037
2016-06-13,62.042,0.011,0.467,0.011,0.039
2016-06-14,62.917,0.015,0.408,0.012,0.047
2016-06-15,55.167,0.008,0.396,0.011,0.039
2016-06-16,54.625,0.008,0.425,0.016,0.039
2016-06-21,55.667,0.01,0.446,0.012,0.049
2016-06-23,49.083,0.012,0.4,0.013,0.035
2016-06-24,40.167,0.008,0.413,0.009,0.034
2016-06-25,35,0.007,0.346,0.03,0.031
2016-06-26,51.25,0.008,0.404,0.035,0.035
2016-06-27,102.083,0.01,0.571,0.013,0.055
2016-06-28,53.292,0.007,0.396,0.022,0.04
2016-06-29,40.375,0.01,0.379,0.015,0.045
2016-06-30,36.875,0.01,0.396,0.009,0.041
2016-07-01,30.5,0.008,0.283,0.006,0.028
2016-07-02,29.083,0.008,0.3,0.006,0.027
2016-07-03,39.125,0.012,0.392,0.007,0.041
2016-07-04,44.125,0.02,0.458,0.001,0.057
2016-07-05,38.042,0.016,0.367,0.002,0.034
2016-07-06,34.292,0.013,0.304,0.002,0.025
2016-07-07,44.958,0.022,0.342,0.003,0.035
2016-07-09,26.083,0.014,0.308,0.007,0.02
2016-07-11,38.333,0.015,0.363,0.005,0.025
2016-07-12,24.917,0.006,0.383,0.006,0.026
2016-07-13,50.375,0.008,0.517,0.012,0.041
2016-07-14,56.75,0.006,0.433,0.028,0.03
2016-07-15,29.917,0.005,0.367,0.02,0.023
2016-07-16,27.583,0.004,0.375,0.013,0.022
2016-07-17,39.417,0.006,0.433,0.03,0.024
2016-07-18,71.458,0.013,0.562,0.021,0.041
2016-07-20,30.917,0.007,0.342,0.019,0.024
2016-07-23,31.667,0.008,0.308,0.015,0.023
2016-07-24,35.333,0.006,0.312,0.015,0.021
2016-07-25,41,0.007,0.342,0.011,0.023
2016-07-26,30.25,0.004,0.317,0.014,0.018
2016-07-27,27.625,0.004,0.275,0.013,0.017
2016-07-28,36.417,0.005,0.329,0.01,0.021
2016-07-29,41.958,0.005,0.329,0.009,0.022
2016-07-30,34.917,0.006,0.329,0.011,0.02
2016-07-31,51.125,0.018,0.454,0.03,0.037
2016-08-01,62.125,0.013,0.467,0.021,0.037
2016-08-02,49.167,0.008,0.433,0.02,0.033
2016-08-03,45.542,0.007,0.45,0.012,0.029
2016-08-04,38.417,0.005,0.375,0.016,0.019
2016-08-05,35.542,0.005,0.363,0.015,0.018
2016-08-06,35.5,0.015,0.362,0.012,0.024
2016-08-07,42.458,0.01,0.317,0.018,0.022
2016-08-08,61.792,0.009,0.479,0.026,0.037
2016-08-09,43.25,0.005,0.35,0.026,0.023
2016-08-10,39.042,0.017,0.396,0.015,0.034
2016-08-12,73.125,0.008,0.617,0.039,0.043
2016-08-13,55.958,0.006,0.471,0.034,0.037
2016-08-14,55.208,0.009,0.429,0.042,0.033
2016-08-15,51.625,0.008,0.4,0.029,0.03
2016-08-16,43,0.006,0.413,0.019,0.027
2016-08-17,32.083,0.006,0.358,0.021,0.026
2016-08-18,28.208,0.005,0.337,0.021,0.021
2016-08-19,31.833,0.005,0.337,0.019,0.024
2016-08-20,31.25,0.005,0.329,0.022,0.023
2016-08-21,25.708,0.005,0.296,0.026,0.016
2016-08-22,31.5,0.004,0.308,0.022,0.022
2016-08-23,25.833,0.005,0.317,0.021,0.022
2016-08-24,29.667,0.007,0.333,0.023,0.027
2016-08-25,32,0.009,0.346,0.02,0.028
2016-08-26,39.583,0.005,0.392,0.017,0.025
2016-08-27,27.917,0.005,0.283,0.023,0.02
2016-08-28,11.208,0.003,0.25,0.027,0.012
2016-08-29,14.583,0.003,0.283,0.022,0.018
2016-08-30,27.042,0.003,0.296,0.027,0.019
2016-08-31,48.292,0.005,0.371,0.045,0.021
2016-09-01,60.583,0.005,0.45,0.048,0.035
2016-09-02,33.542,0.004,0.429,0.027,0.032
2016-09-03,38.417,0.008,0.404,0.015,0.026
2016-09-04,38,0.007,0.413,0.017,0.02
2016-09-05,30.583,0.009,0.383,0.01,0.026
2016-09-06,58.417,0.01,0.508,0.011,0.039
2016-09-07,78.625,0.01,0.567,0.018,0.045
2016-09-09,53.542,0.006,0.433,0.029,0.033
2016-09-10,46.958,0.005,0.421,0.022,0.028
2016-09-11,27.25,0.006,0.304,0.022,0.019
2016-09-12,25.417,0.004,0.35,0.021,0.026
2016-09-13,25.708,0.005,0.367,0.024,0.028
2016-09-14,20.417,0.005,0.312,0.024,0.019
2016-09-15,26.125,0.008,0.308,0.021,0.02
2016-09-16,37.75,0.009,0.383,0.019,0.027
2016-09-17,13.042,0.004,0.3,0.025,0.017
2016-09-18,16.417,0.004,0.288,0.026,0.015
2016-09-19,21,0.005,0.275,0.02,0.019
2016-09-20,27.625,0.004,0.275,0.024,0.02
2016-09-21,44,0.005,0.35,0.022,0.026
2016-09-24,34.292,0.005,0.312,0.019,0.026
2016-09-25,26.292,0.011,0.342,0.015,0.031
2016-09-26,35.458,0.011,0.383,0.011,0.032
2016-09-28,30.708,0.006,0.446,0.007,0.026
2016-09-29,23,0.003,0.325,0.017,0.024
2016-09-30,22.292,0.003,0.367,0.012,0.029
2016-10-01,35.125,0.005,0.412,0.01,0.03
2016-10-02,31.5,0.007,0.342,0.016,0.025
2016-10-03,38.25,0.006,0.329,0.008,0.021
2016-10-04,38.042,0.004,0.321,0.021,0.025
2016-10-07,38.208,0.003,0.308,0.02,0.027
2016-10-08,24.5,0.004,0.367,0.013,0.024
2016-10-09,25.125,0.003,0.308,0.026,0.021
2016-10-10,25.708,0.003,0.329,0.016,0.028
2016-10-11,27.542,0.004,0.346,0.01,0.033
2016-10-12,57.458,0.006,0.442,0.019,0.04
2016-10-13,43.917,0.006,0.396,0.013,0.036
2016-10-14,56.375,0.007,0.45,0.02,0.04
2016-10-15,62.25,0.005,0.421,0.027,0.036
2016-10-16,25.542,0.004,0.388,0.015,0.03
2016-10-20,75.458,0.005,0.454,0.025,0.036
2016-10-21,41.417,0.003,0.275,0.026,0.026
2016-10-22,31.917,0.006,0.288,0.022,0.028
2016-10-23,25.458,0.004,0.217,0.027,0.018
2016-10-26,40.833,0.003,0.425,0.016,0.035
2016-10-27,38.667,0.003,0.292,0.032,0.024
2016-10-28,20.083,0.003,0.263,0.026,0.023
2016-10-29,45.5,0.003,0.321,0.025,0.025
2016-10-30,38.25,0.004,0.304,0.025,0.025
2016-10-31,38.083,0.004,0.413,0.013,0.038
2016-11-01,32.083,0.002,0.25,0.026,0.024
2016-11-03,57.417,0.006,0.496,0.022,0.04
2016-11-04,69.917,0.007,0.508,0.026,0.043
2016-11-05,51.583,0.007,0.4,0.036,0.034
2016-11-06,46.417,0.005,0.362,0.026,0.027
2016-11-07,41,0.005,0.4,0.022,0.036
2016-11-08,39.292,0.005,0.333,0.032,0.026
2016-11-09,39.167,0.005,0.317,0.025,0.03
2016-11-10,21.958,0.005,0.254,0.022,0.029
2016-11-11,47.083,0.005,0.358,0.02,0.033
2016-11-12,76.417,0.006,0.6,0.014,0.05
2016-11-13,71.25,0.006,0.679,0.011,0.048
2016-11-14,45.458,0.005,0.479,0.009,0.04
2016-11-15,52.708,0.006,0.342,0.029,0.031
2016-11-16,60.667,0.006,0.442,0.017,0.042
2016-11-17,88,0.009,0.5,0.025,0.044
2016-11-18,73.667,0.008,0.521,0.025,0.044
2016-11-19,53.167,0.008,0.617,0.014,0.037
2016-11-20,42.292,0.007,0.408,0.031,0.026
2016-11-21,42.208,0.007,0.396,0.024,0.034
2016-11-23,30.375,0.005,0.275,0.009,0.025
2016-11-24,28.583,0.005,0.208,0.013,0.019
2016-11-26,52.417,0.005,0.504,0.008,0.038
2016-11-27,38.875,0.005,0.396,0.021,0.023
2016-11-28,75.292,0.005,0.442,0.019,0.027
2016-11-29,30.5,0.005,0.354,0.016,0.03
2016-11-30,33.75,0.006,0.458,0.009,0.033
2016-12-01,55.875,0.005,0.388,0.022,0.024
2016-12-02,21.875,0.006,0.275,0.023,0.022
2016-12-03,44.958,0.01,0.6,0.003,0.047
2016-12-04,48.083,0.012,0.608,0.007,0.04
2016-12-06,38.375,0.004,0.308,0.023,0.023
2016-12-07,44.5,0.006,0.496,0.01,0.038
2016-12-08,77.375,0.007,0.521,0.013,0.04
2016-12-09,62.958,0.006,0.458,0.024,0.029
2016-12-10,26.75,0.004,0.333,0.016,0.028
2016-12-11,29.917,0.005,0.396,0.013,0.035
2016-12-12,51.25,0.007,0.646,0.004,0.049
2016-12-13,62.75,0.006,0.6,0.004,0.046
2016-12-14,62.167,0.005,0.475,0.009,0.033
2016-12-15,47.875,0.003,0.325,0.022,0.02
2016-12-16,25.167,0.003,0.308,0.022,0.022
2016-12-17,43.042,0.005,0.492,0.015,0.035
2016-12-18,44.625,0.006,0.571,0.01,0.042
2016-12-19,48.667,0.006,0.85,0.002,0.053
2016-12-21,40.667,0.009,0.471,0.011,0.037
2016-12-22,21.125,0.005,0.375,0.021,0.019
2016-12-24,39.625,0.004,0.496,0.015,0.026
2016-12-25,39.833,0.005,0.592,0.009,0.033
2016-12-26,33.833,0.005,0.583,0.006,0.036
2016-12-27,27.125,0.004,0.342,0.025,0.017
2016-12-30,23.875,0.004,0.367,0.016,0.03
2016-12-31,34.958,0.005,0.433,0.02,0.03
2017-01-01,50,0.006,0.508,0.019,0.034
2017-01-02,60.125,0.008,0.513,0.018,0.037
2017-01-03,55.5,0.006,0.487,0.02,0.035
2017-01-04,82.708,0.008,0.646,0.02,0.044
2017-01-05,41,0.006,0.488,0.017,0.035
2017-01-06,28.792,0.009,0.388,0.014,0.034
2017-01-07,25.708,0.01,0.425,0.014,0.035
2017-01-09,42.708,0.007,0.479,0.022,0.027
2017-01-11,25.125,0.005,0.346,0.022,0.023
2017-01-12,44.292,0.007,0.471,0.022,0.025
2017-01-13,37.833,0.006,0.408,0.022,0.023
2017-01-14,28,0.004,0.3,0.023,0.014
2017-01-15,26,0.004,0.312,0.021,0.017
2017-01-16,27,0.005,0.367,0.016,0.027
2017-01-17,50.75,0.007,0.617,0.006,0.047
2017-01-18,75,0.009,0.629,0.016,0.04
2017-01-19,91.333,0.009,0.671,0.015,0.045
2017-01-20,60.375,0.008,0.517,0.026,0.025
2017-01-21,31.958,0.005,0.337,0.022,0.024
2017-01-22,32.25,0.006,0.333,0.026,0.017
2017-01-23,31.5,0.005,0.342,0.024,0.021
2017-01-24,24.792,0.005,0.337,0.021,0.026
2017-01-25,30.292,0.006,0.392,0.017,0.033
2017-01-27,33,0.009,0.371,0.032,0.02
2017-01-28,31.417,0.013,0.413,0.016,0.035
2017-01-29,37.833,0.011,0.579,0.01,0.042
2017-02-01,37.542,0.004,0.396,0.022,0.025
2017-02-03,45.583,0.006,0.438,0.018,0.035
2017-02-04,61.708,0.01,0.562,0.017,0.046
2017-02-05,31.458,0.009,0.404,0.026,0.021
2017-02-06,45.292,0.009,0.379,0.03,0.023
2017-02-08,65.375,0.006,0.571,0.014,0.043
2017-02-09,42.083,0.003,0.296,0.035,0.015
2017-02-10,35.958,0.002,0.3,0.032,0.015
2017-02-11,34.208,0.002,0.3,0.03,0.016
2017-02-12,30.5,0.003,0.333,0.031,0.017
2017-02-13,56.667,0.006,0.467,0.026,0.033
2017-02-14,69,0.006,0.475,0.022,0.038
2017-02-15,75.75,0.008,0.696,0.013,0.057
2017-02-17,61.417,0.006,0.4,0.039,0.023
2017-02-18,34,0.003,0.304,0.034,0.016
2017-02-19,60.5,0.004,0.404,0.034,0.025
2017-02-20,57.583,0.004,0.388,0.039,0.018
2017-02-21,52.917,0.004,0.392,0.022,0.031
2017-02-23,42.75,0.003,0.367,0.03,0.018
2017-02-24,33.333,0.003,0.342,0.032,0.022
2017-02-25,60.125,0.005,0.471,0.029,0.032
2017-02-26,49.167,0.006,0.425,0.035,0.025
2017-02-27,43.25,0.005,0.417,0.022,0.031
2017-02-28,48.583,0.005,0.537,0.021,0.04
2017-03-01,63.208,0.007,0.533,0.025,0.045
2017-03-03,45.125,0.006,0.4,0.021,0.035
2017-03-04,54.708,0.008,0.533,0.019,0.042
2017-03-05,52.5,0.01,0.517,0.019,0.042
2017-03-06,55.125,0.005,0.379,0.039,0.021
2017-03-08,44.292,0.005,0.354,0.038,0.022
2017-03-09,59.917,0.006,0.417,0.04,0.028
2017-03-10,64.5,0.008,0.504,0.033,0.035
2017-03-11,58,0.013,0.467,0.036,0.04
2017-03-12,69.292,0.015,0.567,0.037,0.047
2017-03-13,77.875,0.015,0.463,0.044,0.038
2017-03-15,42.125,0.003,0.383,0.037,0.03
2017-03-16,52.458,0.005,0.417,0.034,0.037
2017-03-17,75.292,0.008,0.5,0.033,0.053
2017-03-18,82.042,0.009,0.617,0.026,0.063
2017-03-19,84.625,0.014,0.517,0.055,0.035
2017-03-21,58.5,0.004,0.4,0.042,0.028
2017-03-22,82.542,0.005,0.525,0.031,0.042
2017-03-23,88.042,0.01,0.571,0.031,0.049
2017-03-24,53.333,0.006,0.375,0.036,0.034
2017-03-25,42.042,0.005,0.338,0.037,0.03
2017-03-28,62.292,0.004,0.483,0.036,0.036
2017-03-29,63.375,0.004,0.492,0.025,0.043
2017-03-30,85.375,0.006,0.483,0.034,0.044
2017-03-31,64.5,0.004,0.413,0.037,0.035
2017-04-01,38.292,0.003,0.4,0.033,0.031
2017-04-02,41.75,0.004,0.35,0.041,0.024
2017-04-03,64.375,0.005,0.45,0.043,0.039
2017-04-05,53.208,0.006,0.392,0.038,0.041
2017-04-06,45.708,0.005,0.458,0.029,0.036
2017-04-07,60.042,0.006,0.546,0.032,0.039
2017-04-09,71.292,0.009,0.446,0.045,0.033
2017-04-10,46.958,0.004,0.325,0.045,0.024
2017-04-11,29.458,0.005,0.379,0.037,0.029
2017-04-13,86.5,0.008,0.496,0.045,0.045
2017-04-14,72.042,0.006,0.413,0.053,0.035
2017-04-16,72.042,0.01,0.562,0.016,0.042
2017-04-17,36.958,0.007,0.446,0.015,0.036
2017-04-18,61.5,0.004,0.442,0.04,0.03
2017-04-20,95.292,0.01,0.496,0.024,0.044
2017-04-21,69.083,0.006,0.396,0.047,0.036
2017-04-22,67.75,0.005,0.404,0.043,0.029
2017-04-23,55.958,0.006,0.404,0.039,0.031
2017-04-25,58.875,0.006,0.392,0.03,0.037
2017-04-27,54.792,0.005,0.4,0.039,0.031
2017-04-28,68.875,0.007,0.446,0.041,0.039
2017-04-29,92.542,0.008,0.5,0.056,0.044
2017-04-30,98.125,0.011,0.504,0.058,0.046
2017-05-02,43.292,0.008,0.346,0.036,0.028
2017-05-03,56.25,0.019,0.404,0.025,0.043
2017-05-04,61.208,0.013,0.396,0.03,0.039
