날짜,PM10,SO2,CO,O3,NO2
2019-02-28,56,0.004,0.475,0.031,0.034
2019-03-01,81.75,0.004,0.533,0.043,0.033
2019-03-02,89.5,0.005,0.579,0.042,0.039
2019-03-03,35.667,0.004,0.417,0.039,0.026
2019-03-05,87.375,0.005,0.588,0.042,0.041
2019-03-06,85.208,0.005,0.583,0.036,0.039
2019-03-07,78.542,0.003,0.533,0.028,0.036
2019-03-08,50.583,0.005,0.479,0.032,0.034
2019-03-09,37.125,0.004,0.454,0.04,0.033
2019-03-10,17.833,0.003,0.35,0.041,0.019
2019-03-12,55.875,0.003,0.446,0.045,0.022
2019-03-13,31.667,0.003,0.317,0.038,0.015
2019-03-14,32.083,0.004,0.354,0.038,0.021
2019-03-15,40.833,0.006,0.45,0.042,0.023
2019-03-16,24,0.004,0.358,0.043,0.017
2019-03-17,36.833,0.003,0.354,0.048,0.016
2019-03-19,45.667,0.005,0.467,0.029,0.039
2019-03-20,76.667,0.007,0.608,0.017,0.056
2019-03-21,31.375,0.003,0.433,0.043,0.018
2019-03-22,57.833,0.005,0.467,0.036,0.028
2019-03-23,30.875,0.003,0.367,0.041,0.013
2019-03-24,25.333,0.003,0.396,0.042,0.014
2019-03-26,66.125,0.004,0.508,0.041,0.033
2019-03-27,63.042,0.005,0.496,0.058,0.027
2019-03-28,62.417,0.004,0.487,0.028,0.036
2019-03-29,57.583,0.005,0.45,0.031,0.032
2019-03-30,50.833,0.005,0.433,0.04,0.022
2019-03-31,29.708,0.002,0.35,0.047,0.008
2019-04-01,31.333,0.003,0.358,0.04,0.016
2019-04-04,45.917,0.004,0.433,0.049,0.026
2019-04-05,58.208,0.007,0.525,0.042,0.037
2019-04-06,81.292,0.006,0.479,0.03,0.038
2019-04-07,76.125,0.006,0.525,0.036,0.034
2019-04-09,29.958,0.003,0.396,0.034,0.023
2019-04-10,17.25,0.003,0.408,0.031,0.024
2019-04-11,21.417,0.003,0.442,0.021,0.031
2019-04-12,34.083,0.004,0.408,0.033,0.032
2019-04-13,44.708,0.004,0.513,0.034,0.039
2019-04-14,31.458,0.005,0.421,0.048,0.022
2019-04-15,54.25,0.005,0.438,0.038,0.029
2019-04-16,60,0.009,0.567,0.018,0.056
2019-04-17,46.25,0.007,0.429,0.034,0.034
2019-04-19,53.042,0.006,0.45,0.025,0.031
2019-04-20,42.292,0.007,0.425,0.029,0.032
2019-04-21,70.208,0.012,0.6,0.027,0.048
2019-04-23,54.167,0.011,0.496,0.015,0.047
2019-04-24,36.458,0.004,0.521,0.008,0.04
2019-04-25,66.542,0.003,0.483,0.019,0.03
2019-04-26,26.208,0.004,0.479,0.016,0.031
2019-04-27,21.458,0.004,0.392,0.029,0.023
2019-04-28,22,0.003,0.4,0.029,0.023
2019-04-30,35.167,0.004,0.508,0.015,0.033
2019-05-01,56.583,0.004,0.433,0.031,0.023
2019-05-02,96.292,0.01,0.504,0.036,0.04
2019-05-03,71.75,0.012,0.475,0.026,0.046
2019-05-04,84.292,0.029,0.662,0.032,0.073
2019-05-05,70.25,0.012,0.575,0.038,0.045
2019-05-06,53.333,0.006,0.475,0.035,0.028
2019-05-07,33.167,0.004,0.371,0.04,0.022
2019-05-09,55.625,0.006,0.442,0.051,0.036
2019-05-10,76.375,0.013,0.575,0.048,0.06
2019-05-11,66.833,0.02,0.529,0.034,0.065
2019-05-12,52.708,0.006,0.513,0.061,0.031
2019-05-14,52.208,0.009,0.45,0.023,0.041
2019-05-15,42.083,0.015,0.433,0.029,0.043
2019-05-16,46.167,0.017,0.45,0.028,0.047
2019-05-17,38.208,0.006,0.429,0.035,0.032
2019-05-18,21.625,0.003,0.379,0.034,0.022
2019-05-21,35.917,0.004,0.388,0.039,0.026
2019-05-22,63.042,0.006,0.5,0.056,0.039
2019-05-23,91.792,0.005,0.596,0.047,0.054
2019-05-24,96.667,0.007,0.625,0.037,0.063
2019-05-25,68.417,0.006,0.579,0.052,0.046
2019-05-26,45.625,0.006,0.479,0.035,0.035
2019-05-27,30.958,0.004,0.379,0.039,0.022
2019-05-30,34.042,0.006,0.425,0.042,0.037
2019-05-31,27.708,0.004,0.371,0.058,0.025
2019-06-01,37.333,0.005,0.433,0.054,0.029
2019-06-02,40.708,0.009,0.529,0.034,0.043
2019-06-04,53.917,0.01,0.513,0.018,0.049
2019-06-05,54.375,0.012,0.521,0.022,0.05
2019-06-06,62.792,0.011,0.492,0.026,0.042
2019-06-07,21.292,0.005,0.467,0.035,0.033
2019-06-08,38.75,0.005,0.454,0.037,0.025
2019-06-09,31.125,0.005,0.425,0.037,0.02
2019-06-11,28.583,0.003,0.413,0.027,0.026
2019-06-12,34.25,0.007,0.429,0.023,0.029
2019-06-13,28.625,0.011,0.371,0.018,0.031
2019-06-14,32.708,0.004,0.446,0.022,0.033
2019-06-15,28.083,0.006,0.379,0.041,0.026
2019-06-16,27.333,0.007,0.413,0.033,0.023
2019-06-17,31.458,0.005,0.396,0.023,0.03
2019-06-18,50.917,0.006,0.517,0.025,0.04
2019-06-20,68.458,0.008,0.579,0.043,0.045
2019-06-21,53.75,0.007,0.546,0.029,0.041
2019-06-22,30.458,0.003,0.421,0.032,0.023
2019-06-23,22.5,0.004,0.425,0.033,0.02
2019-06-24,22.625,0.007,0.396,0.025,0.03
2019-06-25,30.583,0.007,0.438,0.022,0.035
2019-06-28,28.792,0.008,0.429,0.013,0.035
2019-06-29,25.292,0.004,0.442,0.016,0.031
2019-06-30,23.708,0.006,0.454,0.025,0.025
2019-07-03,53.042,0.012,0.558,0.013,0.048
2019-07-04,62.375,0.01,0.558,0.042,0.049
2019-07-05,59.25,0.013,0.583,0.022,0.052
2019-07-06,36.375,0.005,0.438,0.034,0.023
2019-07-07,28.375,0.004,0.4,0.035,0.017
2019-07-09,27.292,0.003,0.413,0.022,0.024
2019-07-10,16.042,0.003,0.396,0.024,0.018
2019-07-11,22.292,0.004,0.454,0.021,0.029
2019-07-12,26.75,0.007,0.429,0.021,0.031
2019-07-13,29.042,0.008,0.425,0.018,0.036
2019-07-14,30.208,0.006,0.475,0.034,0.026
2019-07-16,28.083,0.004,0.429,0.019,0.025
2019-07-17,25.042,0.005,0.417,0.019,0.025
2019-07-18,18.708,0.005,0.45,0.012,0.033
2019-07-19,22.792,0.008,0.433,0.004,0.025
2019-07-20,17.292,0.003,0.312,0.013,0.01
2019-07-21,25.75,0.004,0.363,0.029,0.02
2019-07-23,31.25,0.005,0.421,0.013,0.022
2019-07-24,25.042,0.005,0.342,0.01,0.021
2019-07-25,25,0.004,0.363,0.009,0.024
2019-07-26,20.875,0.004,0.363,0.008,0.021
2019-07-27,28.5,0.005,0.371,0.006,0.023
2019-07-28,20.542,0.004,0.333,0.01,0.016
2019-07-30,22.542,0.005,0.354,0.007,0.022
2019-07-31,21.667,0.005,0.333,0.007,0.019
2019-08-01,15.917,0.005,0.325,0.01,0.019
2019-08-02,33.542,0.013,0.442,0.021,0.04
2019-08-03,34.75,0.011,0.433,0.019,0.031
2019-08-04,28.625,0.013,0.388,0.013,0.027
2019-08-05,34.208,0.011,0.45,0.012,0.031
2019-08-08,37.375,0.013,0.4,0.01,0.027
2019-08-09,35.5,0.013,0.412,0.008,0.03
2019-08-10,23.083,0.004,0.379,0.019,0.016
2019-08-11,20.042,0.004,0.354,0.023,0.012
2019-08-12,23.792,0.008,0.342,0.01,0.019
2019-08-14,26.875,0.004,0.404,0.02,0.017
2019-08-17,32.625,0.005,0.5,0.043,0.021
2019-08-18,55.292,0.005,0.562,0.06,0.02
2019-08-19,57.833,0.006,0.592,0.035,0.031
2019-08-20,38.792,0.005,0.513,0.03,0.025
2019-08-22,17.792,0.003,0.325,0.009,0.018
2019-08-23,37.583,0.003,0.45,0.027,0.023
2019-08-24,30.667,0.003,0.475,0.053,0.013
2019-08-25,28.042,0.004,0.458,0.036,0.022
2019-08-27,18.167,0.004,0.438,0.023,0.026
2019-08-29,28.917,0.004,0.496,0.024,0.025
2019-08-30,31.292,0.004,0.45,0.036,0.023
2019-08-31,28.792,0.004,0.408,0.05,0.02
2019-09-01,35.917,0.01,0.475,0.037,0.032
2019-09-02,36.917,0.003,0.5,0.019,0.034
2019-09-05,38.292,0.01,0.417,0.011,0.031
2019-09-07,24.458,0.003,0.3,0.014,0.013
2019-09-08,24.625,0.007,0.383,0.007,0.027
2019-09-09,37.25,0.015,0.438,0.006,0.037
2019-09-11,28.875,0.009,0.433,0.018,0.031
2019-09-12,17.958,0.003,0.363,0.028,0.015
2019-09-13,15.333,0.003,0.325,0.029,0.013
2019-09-14,23.667,0.012,0.388,0.018,0.028
2019-09-15,21.25,0.004,0.417,0.025,0.02
2019-09-16,19.375,0.003,0.433,0.024,0.021
2019-09-18,26.625,0.007,0.396,0.029,0.028
2019-09-19,30.125,0.004,0.388,0.024,0.021
2019-09-20,22.125,0.004,0.379,0.024,0.02
2019-09-21,10.875,0.003,0.342,0.035,0.017
2019-09-22,2.833,0.003,0.3,0.044,0.007
2019-09-23,12.375,0.003,0.4,0.027,0.02
2019-09-25,23.458,0.004,0.475,0.019,0.028
2019-09-26,30.625,0.004,0.425,0.027,0.025
2019-09-27,30.625,0.004,0.475,0.019,0.029
2019-09-28,19.5,0.004,0.471,0.011,0.026
2019-09-29,31.958,0.009,0.508,0.016,0.03
2019-09-30,45.125,0.011,0.55,0.01,0.036
2019-10-02,24.875,0.004,0.408,0.012,0.021
2019-10-03,12.792,0.002,0.312,0.026,0.009
2019-10-04,31.917,0.006,0.408,0.018,0.028
2019-10-05,31.25,0.004,0.413,0.026,0.02
2019-10-06,20.75,0.004,0.358,0.032,0.014
2019-10-08,23.625,0.003,0.421,0.033,0.017
2019-10-09,28.333,0.005,0.413,0.033,0.024
2019-10-10,37.417,0.005,0.504,0.025,0.04
2019-10-11,31.208,0.004,0.504,0.023,0.034
2019-10-12,36.708,0.003,0.392,0.034,0.016
2019-10-13,26.875,0.003,0.342,0.032,0.014
2019-10-15,25.292,0.003,0.375,0.025,0.02
2019-10-16,21.292,0.004,0.417,0.024,0.026
2019-10-17,19.5,0.004,0.417,0.024,0.025
2019-10-18,12.458,0.003,0.375,0.029,0.019
2019-10-19,16.292,0.003,0.396,0.026,0.022
2019-10-20,17.75,0.003,0.396,0.027,0.021
2019-10-22,21.5,0.003,0.367,0.033,0.021
2019-10-23,23.875,0.003,0.375,0.033,0.02
2019-10-24,20.708,0.003,0.375,0.033,0.019
2019-10-25,20.375,0.006,0.333,0.028,0.023
2019-10-26,26.25,0.003,0.337,0.042,0.012
2019-10-27,16.292,0.003,0.304,0.04,0.01
2019-10-29,95.333,0.005,0.458,0.036,0.024
2019-10-30,36.458,0.003,0.325,0.035,0.015
2019-10-31,31.292,0.004,0.383,0.034,0.023
2019-11-01,102.333,0.006,0.483,0.041,0.037
2019-11-02,54.792,0.005,0.438,0.028,0.028
2019-11-03,58.417,0.005,0.442,0.037,0.023
2019-11-05,29.208,0.003,0.429,0.025,0.029
2019-11-06,38.208,0.005,0.404,0.035,0.03
2019-11-07,36.25,0.005,0.417,0.036,0.024
2019-11-08,40.875,0.004,0.458,0.036,0.024
2019-11-09,39.458,0.005,0.433,0.026,0.034
2019-11-10,30.583,0.004,0.492,0.022,0.034
2019-11-12,35.333,0.005,0.496,0.025,0.034
2019-11-13,36.042,0.004,0.504,0.02,0.034
2019-11-14,23.625,0.003,0.312,0.032,0.013
2019-11-15,34.125,0.005,0.425,0.027,0.026
2019-11-16,37.5,0.004,0.458,0.025,0.036
2019-11-17,43.167,0.006,0.483,0.019,0.037
2019-11-19,29.208,0.003,0.337,0.028,0.015
2019-11-20,22.917,0.004,0.337,0.025,0.021
2019-11-21,21.25,0.003,0.471,0.016,0.035
2019-11-22,23.292,0.004,0.421,0.022,0.028
2019-11-23,22.375,0.004,0.421,0.02,0.028
2019-11-24,30.417,0.004,0.55,0.013,0.031
2019-11-26,16.958,0.003,0.396,0.023,0.026
2019-11-27,23.917,0.003,0.4,0.018,0.028
2019-11-28,16.542,0.003,0.417,0.02,0.023
2019-11-29,15.083,0.003,0.354,0.025,0.022
2019-11-30,18,0.003,0.438,0.02,0.03
2019-12-01,21,0.004,0.446,0.02,0.028
2019-12-03,16.25,0.003,0.392,0.025,0.02
2019-12-04,29.667,0.003,0.458,0.024,0.028
2019-12-05,24.542,0.003,0.375,0.031,0.018
2019-12-06,15.5,0.003,0.3,0.03,0.015
2019-12-07,21.208,0.003,0.392,0.027,0.02
2019-12-08,36.25,0.005,0.483,0.022,0.03
2019-12-10,61.167,0.004,0.787,0.017,0.056
2019-12-11,53.875,0.005,0.558,0.033,0.035
2019-12-12,15.375,0.003,0.346,0.023,0.02
2019-12-13,26.292,0.004,0.512,0.012,0.038
2019-12-14,33.958,0.004,0.546,0.022,0.03
2019-12-15,20.792,0.003,0.458,0.023,0.024
2019-12-16,28.083,0.004,0.567,0.011,0.043
2019-12-18,28.917,0.003,0.429,0.029,0.019
2019-12-19,24.5,0.003,0.333,0.032,0.016
2019-12-20,27.625,0.003,0.45,0.025,0.023
2019-12-21,39.75,0.004,0.533,0.018,0.033
2019-12-22,44.5,0.003,0.617,0.018,0.036
2019-12-24,46.5,0.004,0.642,0.016,0.038
2019-12-25,44.417,0.004,0.675,0.013,0.043
2019-12-26,29.042,0.004,0.579,0.018,0.033
2019-12-27,20.833,0.003,0.346,0.027,0.017
2019-12-28,33.292,0.004,0.458,0.017,0.029
2019-12-29,44.708,0.004,0.704,0.007,0.046
2019-12-31,17.708,0.003,0.308,0.036,0.012
2020-01-01,16.958,0.003,0.371,0.031,0.011
2020-01-02,48.25,0.004,0.462,0.029,0.02
2020-01-03,53,0.004,0.483,0.034,0.02
2020-01-04,32.792,0.004,0.446,0.033,0.018
2020-01-05,41.25,0.004,0.588,0.015,0.038
2020-01-07,19.083,0.004,0.446,0.023,0.029
2020-01-08,15.333,0.003,0.479,0.03,0.015
2020-01-09,27.958,0.003,0.442,0.034,0.018
2020-01-10,37.375,0.003,0.525,0.02,0.036
2020-01-11,38.958,0.004,0.487,0.035,0.02
2020-01-12,35.542,0.003,0.4,0.04,0.011
2020-01-13,17.083,0.003,0.342,0.032,0.017
2020-01-15,34.583,0.004,0.458,0.028,0.02
2020-01-16,26.167,0.003,0.446,0.02,0.028
2020-01-17,32,0.004,0.521,0.016,0.037
2020-01-18,24.417,0.003,0.404,0.026,0.021
2020-01-19,41.417,0.004,0.525,0.039,0.018
2020-01-21,32.583,0.003,0.487,0.024,0.029
2020-01-22,29.292,0.004,0.654,0.009,0.046
2020-01-23,16.583,0.003,0.542,0.016,0.029
2020-01-24,39.833,0.003,0.579,0.023,0.028
2020-01-25,24.208,0.003,0.413,0.03,0.02
2020-01-26,13.167,0.004,0.383,0.034,0.015
2020-01-27,10.708,0.003,0.337,0.038,0.012
2020-01-30,23.375,0.003,0.462,0.025,0.025
2020-01-31,24,0.003,0.45,0.025,0.026
2020-02-01,49.458,0.003,0.513,0.038,0.018
2020-02-02,72.583,0.004,0.658,0.039,0.028
2020-02-04,23.417,0.004,0.417,0.035,0.018
2020-02-05,24.083,0.003,0.379,0.036,0.015
2020-02-06,20.583,0.004,0.417,0.023,0.026
2020-02-07,27.917,0.004,0.471,0.024,0.026
2020-02-08,35.5,0.003,0.446,0.038,0.014
2020-02-09,30.125,0.004,0.442,0.036,0.017
2020-02-11,62.625,0.005,0.675,0.02,0.048
2020-02-12,35.208,0.004,0.571,0.017,0.039
2020-02-13,20.25,0.004,0.592,0.024,0.028
2020-02-14,53.583,0.006,0.746,0.014,0.05
2020-02-15,33.167,0.004,0.546,0.037,0.03
2020-02-16,14.167,0.003,0.421,0.036,0.013
2020-02-17,14.292,0.003,0.35,0.036,0.01
2020-02-19,29.958,0.004,0.483,0.028,0.03
2020-02-20,44.083,0.004,0.604,0.019,0.047
2020-02-21,41.5,0.004,0.571,0.024,0.042
2020-02-22,53.583,0.003,0.421,0.042,0.015
2020-02-23,24,0.003,0.4,0.037,0.015
2020-02-24,26.417,0.004,0.504,0.021,0.038
2020-02-26,22.125,0.003,0.471,0.029,0.027
2020-02-27,19.958,0.003,0.433,0.025,0.026
2020-02-28,17.75,0.003,0.471,0.018,0.033
2020-02-29,22.125,0.003,0.454,0.02,0.029
2020-03-01,24.083,0.003,0.446,0.036,0.021
2020-03-04,25.167,0.002,0.346,0.037,0.014
2020-03-05,37.583,0.003,0.467,0.04,0.019
2020-03-06,37,0.003,0.496,0.024,0.04
2020-03-07,29.833,0.003,0.504,0.023,0.038
2020-03-08,31.083,0.003,0.433,0.036,0.02
2020-03-09,25.25,0.004,0.438,0.025,0.032
2020-03-11,26.792,0.003,0.375,0.035,0.015
2020-03-12,32.333,0.004,0.392,0.027,0.028
2020-03-13,41.542,0.004,0.458,0.038,0.029
2020-03-14,21.75,0.003,0.329,0.041,0.012
2020-03-15,33.667,0.003,0.358,0.045,0.01
2020-03-16,23.292,0.003,0.354,0.035,0.018
2020-03-18,50,0.003,0.425,0.047,0.026
2020-03-19,49.333,0.003,0.367,0.049,0.018
2020-03-20,48.625,0.003,0.354,0.033,0.019
2020-03-21,40.792,0.003,0.35,0.047,0.018
2020-03-22,45.125,0.003,0.375,0.047,0.015
2020-03-23,42.167,0.004,0.417,0.036,0.026
2020-03-25,30.958,0.003,0.396,0.03,0.033
2020-03-26,31.583,0.004,0.438,0.016,0.043
2020-03-27,28.167,0.003,0.458,0.015,0.034
2020-03-28,33.458,0.003,0.408,0.028,0.02
2020-03-29,25.833,0.003,0.35,0.041,0.013
2020-03-30,26.25,0.003,0.383,0.032,0.025
2020-04-01,35.167,0.003,0.388,0.037,0.03
2020-04-02,29.25,0.003,0.383,0.042,0.023
2020-04-03,34.542,0.004,0.438,0.045,0.028
2020-04-04,47.75,0.004,0.408,0.055,0.017
2020-04-05,33.083,0.003,0.321,0.046,0.013
2020-04-06,39.958,0.004,0.425,0.042,0.033
2020-04-07,73.167,0.005,0.467,0.069,0.022
2020-04-09,39.167,0.003,0.383,0.048,0.019
2020-04-10,24.375,0.003,0.425,0.03,0.028
2020-04-11,22.917,0.003,0.404,0.034,0.026
2020-04-12,19.125,0.003,0.346,0.047,0.014
2020-04-13,17.167,0.003,0.329,0.043,0.015
2020-04-15,37.375,0.004,0.492,0.034,0.036
2020-04-16,42.625,0.003,0.396,0.04,0.022
2020-04-17,24.5,0.003,0.462,0.025,0.034
2020-04-18,38.917,0.003,0.4,0.048,0.018
2020-04-19,20.667,0.003,0.388,0.046,0.017
2020-04-20,18.792,0.003,0.379,0.053,0.015
2020-04-21,30.5,0.003,0.329,0.048,0.012
2020-04-23,47,0.003,0.362,0.041,0.012
2020-04-24,40.25,0.003,0.375,0.044,0.017
2020-04-25,55.708,0.003,0.429,0.067,0.019
2020-04-26,50.708,0.003,0.425,0.058,0.013
2020-04-27,35.042,0.003,0.433,0.045,0.022
2020-04-29,43.958,0.004,0.467,0.054,0.028
2020-04-30,30.625,0.003,0.396,0.054,0.015
2020-05-01,41.375,0.003,0.4,0.043,0.016
2020-05-02,40.625,0.003,0.438,0.028,0.024
2020-05-03,30.5,0.004,0.442,0.026,0.022
2020-05-04,35.667,0.004,0.492,0.021,0.03
2020-05-05,29.042,0.004,0.417,0.024,0.025
2020-05-07,20.5,0.004,0.396,0.038,0.021
2020-05-09,25.292,0.003,0.4,0.024,0.03
2020-05-10,24.75,0.003,0.462,0.039,0.02
2020-05-11,50.792,0.003,0.529,0.052,0.025
2020-05-12,51.208,0.004,0.483,0.055,0.02
2020-05-15,36.625,0.004,0.5,0.023,0.041
2020-05-16,44.042,0.003,0.546,0.025,0.034
2020-05-17,26.292,0.004,0.433,0.032,0.03
2020-05-18,36.208,0.003,0.542,0.024,0.042
2020-05-19,31.458,0.003,0.4,0.042,0.016
2020-05-23,24.792,0.004,0.346,0.025,0.028
2020-05-24,30.292,0.003,0.379,0.025,0.026
2020-05-25,42.417,0.004,0.508,0.024,0.039
2020-05-26,58.75,0.005,0.575,0.018,0.051
2020-05-27,38.042,0.004,0.429,0.046,0.03
2020-05-30,35.833,0.008,0.458,0.044,0.039
2020-05-31,31.583,0.005,0.388,0.037,0.031
2020-06-01,34.375,0.004,0.425,0.039,0.029
2020-06-03,31.875,0.003,0.4,0.037,0.028
2020-06-04,41.833,0.003,0.438,0.036,0.035
2020-06-05,69.875,0.006,0.496,0.023,0.054
2020-06-06,66.375,0.005,0.467,0.044,0.024
2020-06-07,17.833,0.004,0.337,0.035,0.022
2020-06-08,23.625,0.004,0.392,0.018,0.043
2020-06-10,38.833,0.004,0.4,0.022,0.041
2020-06-11,32.292,0.004,0.375,0.019,0.037
2020-06-12,25.333,0.003,0.388,0.014,0.03
2020-06-13,20.167,0.003,0.442,0.018,0.031
2020-06-14,13.333,0.003,0.329,0.019,0.015
2020-06-15,33.083,0.003,0.408,0.018,0.025
2020-06-17,25.875,0.005,0.392,0.021,0.037
2020-06-18,17.958,0.003,0.408,0.038,0.028
2020-06-19,31.792,0.003,0.417,0.039,0.024
2020-06-20,25.125,0.003,0.379,0.028,0.019
2020-06-21,19.333,0.004,0.346,0.03,0.014
2020-06-23,28.125,0.005,0.362,0.021,0.036
2020-06-24,24.708,0.004,0.35,0.019,0.032
2020-06-25,22.583,0.003,0.542,0.02,0.037
2020-06-26,24.875,0.003,0.413,0.033,0.025
2020-06-27,36.667,0.004,0.496,0.025,0.042
2020-06-28,46.75,0.005,0.521,0.04,0.041
2020-06-29,35.417,0.003,0.454,0.03,0.034
2020-07-01,19.667,0.004,0.379,0.024,0.029
2020-07-02,32.083,0.005,0.45,0.017,0.036
2020-07-03,17.292,0.004,0.4,0.021,0.022
2020-07-04,18.708,0.004,0.388,0.018,0.028
2020-07-05,25.958,0.005,0.408,0.021,0.032
2020-07-07,21,0.003,0.408,0.028,0.024
2020-07-08,36.75,0.004,0.45,0.034,0.035
2020-07-09,33.708,0.003,0.479,0.031,0.034
2020-07-10,13.583,0.003,0.438,0.017,0.027
2020-07-11,29.333,0.004,0.458,0.015,0.028
2020-07-12,13.208,0.003,0.383,0.025,0.015
2020-07-14,13.792,0.003,0.504,0.011,0.027
2020-07-15,18.75,0.003,0.442,0.013,0.023
2020-07-16,23.375,0.003,0.404,0.016,0.021
2020-07-17,21.875,0.003,0.383,0.018,0.021
2020-07-18,20.417,0.004,0.392,0.017,0.019
2020-07-19,22.583,0.003,0.371,0.014,0.02
2020-07-21,23.625,0.004,0.483,0.024,0.032
2020-07-22,17.667,0.004,0.479,0.013,0.048
2020-07-23,12.5,0.003,0.438,0.014,0.033
2020-07-24,27.292,0.003,0.346,0.026,0.022
2020-07-25,28.458,0.003,0.375,0.022,0.022
2020-07-26,24.458,0.004,0.35,0.024,0.027
2020-07-27,28.875,0.004,0.475,0.011,0.038
2020-07-29,25.167,0.005,0.529,0.004,0.042
2020-07-31,23.708,0.004,0.458,0.015,0.029
2020-08-01,25.5,0.005,0.446,0.01,0.023
2020-08-02,43.042,0.004,0.296,0.01,0.015
2020-08-03,44.292,0.004,0.308,0.008,0.015
2020-08-05,35.375,0.004,0.317,0.008,0.016
2020-08-06,41.833,0.004,0.304,0.01,0.014
2020-08-07,48.875,0.004,0.346,0.009,0.019
2020-08-09,15.625,0.003,0.279,0.009,0.01
2020-08-11,24.833,0.003,0.367,0.011,0.021
2020-08-12,22.042,0.003,0.417,0.006,0.023
2020-08-13,21.708,0.003,0.362,0.017,0.02
2020-08-14,22.333,0.003,0.312,0.024,0.018
2020-08-15,27.292,0.003,0.337,0.029,0.021
2020-08-16,19.583,0.004,0.337,0.016,0.019
2020-08-17,35.292,0.004,0.417,0.025,0.028
2020-08-19,53.458,0.004,0.475,0.037,0.037
2020-08-20,61.417,0.006,0.492,0.035,0.049
2020-08-21,48.125,0.006,0.446,0.02,0.033
2020-08-22,25.542,0.003,0.367,0.027,0.017
2020-08-23,27.542,0.005,0.35,0.036,0.021
2020-08-27,21.833,0.003,0.404,0.024,0.019
2020-08-29,15.542,0.003,0.379,0.011,0.018
2020-08-30,25.25,0.006,0.438,0.027,0.021
2020-09-01,21.542,0.004,0.45,0.02,0.019
2020-09-02,16.833,0.003,0.383,0.02,0.011
2020-09-03,28.333,0.003,0.421,0.036,0.012
2020-09-04,43.292,0.004,0.592,0.051,0.022
2020-09-05,29.083,0.003,0.55,0.032,0.027
2020-09-06,11.333,0.003,0.471,0.038,0.009
2020-09-08,51.417,0.003,0.558,0.059,0.02
2020-09-10,35.542,0.003,0.492,0.031,0.029
2020-09-11,38.958,0.004,0.55,0.029,0.026
2020-09-15,28.083,0.004,0.508,0.029,0.029
2020-09-16,20.208,0.003,0.5,0.023,0.028
2020-09-17,21.958,0.003,0.471,0.024,0.021
2020-09-18,25,0.003,0.521,0.025,0.021
2020-09-20,19.917,0.003,0.417,0.043,0.011
2020-09-22,15.542,0.004,0.475,0.023,0.016
2020-09-23,17.458,0.004,0.458,0.026,0.016
2020-09-24,20.542,0.003,0.458,0.027,0.016
2020-09-25,18.542,0.003,0.433,0.029,0.013
2020-09-26,20.458,0.003,0.438,0.03,0.014
2020-09-27,20.292,0.003,0.396,0.033,0.011
2020-09-29,21.167,0.004,0.462,0.024,0.025
2020-09-30,18.25,0.004,0.45,0.032,0.015
2020-10-01,14.458,0.003,0.45,0.032,0.012
2020-10-02,18.125,0.003,0.442,0.034,0.013
2020-10-03,31.292,0.005,0.542,0.043,0.022
2020-10-06,24.5,0.003,0.421,0.029,0.021
2020-10-08,22.75,0.003,0.337,0.037,0.013
2020-10-09,27.917,0.004,0.35,0.044,0.012
2020-10-10,24.167,0.003,0.4,0.04,0.017
2020-10-11,21.875,0.003,0.388,0.037,0.015
2020-10-13,33.167,0.003,0.413,0.038,0.023
2020-10-14,27.5,0.003,0.4,0.037,0.024
2020-10-15,31.25,0.004,0.425,0.038,0.022
2020-10-17,30.75,0.003,0.433,0.042,0.022
2020-10-18,30.125,0.004,0.467,0.053,0.021
2020-10-20,39.292,0.004,0.521,0.033,0.033
2020-10-21,30.083,0.004,0.442,0.025,0.033
2020-10-22,26.625,0.003,0.396,0.027,0.02
2020-10-23,28.417,0.003,0.337,0.036,0.013
2020-10-24,18.875,0.003,0.346,0.035,0.014
2020-10-25,19.292,0.004,0.388,0.045,0.012
2020-10-27,52.042,0.004,0.562,0.027,0.052
2020-10-28,79.167,0.005,0.579,0.052,0.035
2020-10-29,38.667,0.004,0.471,0.031,0.03
2020-10-30,23.125,0.004,0.408,0.032,0.021
2020-10-31,17.333,0.003,0.375,0.03,0.022
2020-11-01,18,0.004,0.467,0.023,0.025
2020-11-03,23.333,0.003,0.342,0.03,0.014
2020-11-04,18.958,0.003,0.321,0.032,0.015
2020-11-05,31.917,0.004,0.483,0.013,0.042
2020-11-06,33.583,0.005,0.562,0.015,0.047
2020-11-07,36.042,0.004,0.463,0.036,0.024
2020-11-08,62.625,0.004,0.375,0.048,0.012
2020-11-09,19.458,0.003,0.329,0.03,0.014
2020-11-11,29.958,0.004,0.492,0.02,0.034
2020-11-12,23.958,0.004,0.467,0.017,0.037
2020-11-13,38.875,0.004,0.492,0.023,0.043
2020-11-14,35.208,0.004,0.429,0.036,0.023
2020-11-15,17.333,0.003,0.371,0.031,0.019
2020-11-17,50.167,0.004,0.529,0.031,0.033
2020-11-18,44.625,0.005,0.575,0.011,0.04
2020-11-19,23.792,0.003,0.367,0.028,0.016
2020-11-20,16.458,0.003,0.425,0.034,0.012
2020-11-21,19.25,0.003,0.4,0.022,0.02
2020-11-22,16.167,0.003,0.375,0.024,0.014
2020-11-23,19.958,0.003,0.304,0.031,0.013
2020-11-25,27.042,0.004,0.404,0.025,0.021
2020-11-26,39.5,0.004,0.467,0.02,0.028
2020-11-27,31.875,0.004,0.425,0.028,0.019
